file_path,emotion,intensity,gender,actor_id,augmentation,audio,sr
,surprised,normal,male,13,stretch,"[-2.1444081e-05 -2.5853604e-05 -1.7687560e-05 ...  1.5969860e-06
  3.2702089e-06  2.4734013e-06]",22050.0
,surprised,normal,male,13,noise,"[-0.0014982   0.00069115  0.00667059 ... -0.00621326  0.0044682
  0.00288199]",22050.0
./Actor_13\03-01-08-01-02-02-13.wav,surprised,normal,male,13,original,,
,surprised,normal,male,13,pitch,"[-7.2800526e-06 -3.5506477e-05 -1.9846610e-05 ... -1.9694048e-06
 -1.4349873e-06  5.4129123e-07]",22050.0
,surprised,normal,male,13,stretch,"[-5.8158280e-06 -3.5437643e-05 -2.3795455e-05 ...  4.4639946e-06
  9.3184208e-06  4.3245500e-06]",22050.0
,surprised,normal,male,13,noise,"[ 0.00587916  0.00244947  0.00347876 ...  0.00483594 -0.00198965
  0.00333484]",22050.0
./Actor_13\03-01-08-02-01-01-13.wav,surprised,strong,male,13,original,,
,surprised,strong,male,13,pitch,"[-1.4520375e-05 -1.1341962e-05  1.1918762e-06 ... -1.3726145e-07
  5.7525045e-07  2.2736040e-06]",22050.0
,surprised,strong,male,13,stretch,"[-1.5393591e-05 -1.3012688e-05  1.0616584e-07 ... -3.4075362e-07
  3.5939265e-06  3.6657059e-06]",22050.0
,surprised,strong,male,13,noise,"[-0.00654849  0.00178697  0.00027187 ...  0.00427977 -0.00335192
  0.00147935]",22050.0
./Actor_13\03-01-08-02-01-02-13.wav,surprised,strong,male,13,original,,
,surprised,strong,male,13,pitch,"[-3.4784316e-05 -4.8915248e-05 -2.9138111e-05 ... -2.5004791e-05
 -2.2462462e-05 -2.4896004e-05]",22050.0
,surprised,strong,male,13,stretch,"[-3.3443732e-05 -5.4798333e-05 -2.5237507e-05 ...  1.8924957e-05
  1.7113647e-05  1.9231675e-05]",22050.0
,surprised,strong,male,13,noise,"[ 7.79443569e-04 -5.03439805e-04 -3.46020880e-03 ...  3.93327378e-05
  7.94950133e-03 -3.17449483e-03]",22050.0
./Actor_13\03-01-08-02-02-01-13.wav,surprised,strong,male,13,original,,
,surprised,strong,male,13,pitch,"[-2.2448792e-06  5.9271379e-06  9.6605381e-06 ...  7.2254954e-07
  5.4344009e-06 -2.3391231e-06]",22050.0
,surprised,strong,male,13,stretch,"[-4.1075450e-06  6.6537787e-06  7.4543564e-06 ... -1.7666927e-06
 -1.3734178e-05  3.9343240e-06]",22050.0
,surprised,strong,male,13,noise,"[ 0.00573585 -0.00571685  0.00440431 ... -0.00289758  0.00171668
 -0.00795718]",22050.0
./Actor_13\03-01-08-02-02-02-13.wav,surprised,strong,male,13,original,,
,surprised,strong,male,13,pitch,"[ 7.0085839e-09  2.6041480e-08  1.3711015e-08 ...  3.0188123e-06
  9.0527692e-09 -7.8230823e-07]",22050.0
,surprised,strong,male,13,stretch,"[ 6.5420638e-09  2.2799185e-08  1.7158960e-08 ...  1.1626790e-06
 -1.9395991e-06 -2.0913294e-06]",22050.0
,surprised,strong,male,13,noise,"[-0.00166064  0.00421367  0.00388344 ... -0.00423369  0.00501094
 -0.00377586]",22050.0
./Actor_14\03-01-01-01-01-01-14.wav,neutral,normal,female,14,original,,
,neutral,normal,female,14,pitch,"[ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -3.6352571e-06
 -1.1064874e-06  2.9953904e-07]",22050.0
,neutral,normal,female,14,stretch,"[0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 2.9698222e-06 1.8916078e-06
 8.3520190e-06]",22050.0
,neutral,normal,female,14,noise,"[-0.00147226 -0.00223725 -0.00158509 ...  0.0015071  -0.00849473
 -0.00140023]",22050.0
./Actor_14\03-01-01-01-01-02-14.wav,neutral,normal,female,14,original,,
,neutral,normal,female,14,pitch,"[ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -3.9374700e-06
 -3.6129093e-06  1.5829811e-06]",22050.0
,neutral,normal,female,14,stretch,"[ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -1.6157430e-06
 -3.7247121e-06 -6.1379296e-07]",22050.0
,neutral,normal,female,14,noise,"[ 0.00081632 -0.0013943   0.00044761 ... -0.00829403 -0.0044809
 -0.00082439]",22050.0
./Actor_14\03-01-01-01-02-01-14.wav,neutral,normal,female,14,original,,
,neutral,normal,female,14,pitch,"[ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  2.1468533e-07
  9.2243670e-07 -1.5266795e-07]",22050.0
,neutral,normal,female,14,stretch,"[ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  3.7596351e-07
 -1.2051105e-06 -8.1988944e-08]",22050.0
,neutral,normal,female,14,noise,"[-9.92048994e-04 -1.96844979e-03 -3.18567323e-03 ...  2.89672378e-03
  3.65094594e-05 -2.70059956e-04]",22050.0
./Actor_14\03-01-01-01-02-02-14.wav,neutral,normal,female,14,original,,
,neutral,normal,female,14,pitch,"[-1.8619884e-12  5.3629735e-13  2.3528906e-13 ...  1.4080986e-05
  7.1262066e-06 -4.8142920e-06]",22050.0
,neutral,normal,female,14,stretch,"[-2.1448620e-12  2.5340410e-13  1.0789021e-12 ... -1.2584807e-06
  6.3968139e-07  9.6242832e-07]",22050.0
,neutral,normal,female,14,noise,"[-0.0029783   0.00498007 -0.0070188  ... -0.00066774 -0.00525568
 -0.00231184]",22050.0
./Actor_14\03-01-02-01-01-01-14.wav,calm,normal,female,14,original,,
,calm,normal,female,14,pitch,"[ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  7.2097771e-07
 -1.0095505e-06  4.0029486e-06]",22050.0
,calm,normal,female,14,stretch,"[ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -3.1688828e-06
  1.1915666e-06 -1.2016071e-06]",22050.0
,calm,normal,female,14,noise,"[ 0.00396963 -0.00015454  0.01305374 ...  0.00275121  0.00257835
 -0.00474976]",22050.0
./Actor_14\03-01-02-01-01-02-14.wav,calm,normal,female,14,original,,
,calm,normal,female,14,pitch,"[ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  6.8820231e-07
  9.2759808e-07 -8.0104496e-07]",22050.0
,calm,normal,female,14,stretch,"[0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 5.7564711e-07 2.1447588e-06
 1.3366691e-06]",22050.0
,calm,normal,female,14,noise,"[ 0.00184173  0.00731526  0.01010807 ...  0.00019193 -0.00060448
 -0.00516226]",22050.0
./Actor_14\03-01-02-01-02-01-14.wav,calm,normal,female,14,original,,
,calm,normal,female,14,pitch,"[ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -8.0751977e-07
  1.6539017e-06  1.2883809e-06]",22050.0
,calm,normal,female,14,stretch,"[ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -2.4100525e-06
 -1.2352539e-06  1.0672677e-06]",22050.0
,calm,normal,female,14,noise,"[-0.00292089  0.00585688  0.00196776 ... -0.00376984 -0.00977252
  0.00204185]",22050.0
./Actor_14\03-01-02-01-02-02-14.wav,calm,normal,female,14,original,,
,calm,normal,female,14,pitch,"[ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -2.4525497e-07
 -3.1088766e-06 -7.7277207e-08]",22050.0
,calm,normal,female,14,stretch,"[0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 7.0674932e-06 4.5824913e-06
 5.5468954e-06]",22050.0
,calm,normal,female,14,noise,"[-0.00403359  0.00634248  0.00151983 ...  0.00364174 -0.00720999
  0.00011142]",22050.0
./Actor_14\03-01-02-02-01-01-14.wav,calm,strong,female,14,original,,
,calm,strong,female,14,pitch,"[ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -1.8485430e-06
  7.4404619e-07 -1.0481954e-06]",22050.0
,calm,strong,female,14,stretch,"[ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  3.7321669e-07
  1.9102285e-06 -2.0120506e-06]",22050.0
,calm,strong,female,14,noise,"[-7.45014444e-05  4.30052555e-04  5.81650941e-03 ... -8.06891954e-03
 -3.74659847e-04  1.91422242e-03]",22050.0
./Actor_14\03-01-02-02-01-02-14.wav,calm,strong,female,14,original,,
,calm,strong,female,14,pitch,"[0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 1.5694432e-06 1.2128166e-06
 2.1148096e-06]",22050.0
,calm,strong,female,14,stretch,"[ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -7.4712358e-07
 -1.4795420e-06 -1.6067621e-06]",22050.0
,calm,strong,female,14,noise,"[-0.01272122  0.00323986 -0.00032098 ... -0.00510096  0.00071391
  0.00257677]",22050.0
./Actor_14\03-01-02-02-02-01-14.wav,calm,strong,female,14,original,,
,calm,strong,female,14,pitch,"[ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -7.7907424e-07
  1.5896843e-06  1.8449474e-06]",22050.0
,calm,strong,female,14,stretch,"[0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 8.6176915e-06 9.4403322e-06
 8.2382903e-06]",22050.0
,calm,strong,female,14,noise,"[-0.00150841  0.0005756  -0.0019738  ...  0.00544061 -0.00814081
 -0.00032965]",22050.0
./Actor_14\03-01-02-02-02-02-14.wav,calm,strong,female,14,original,,
,calm,strong,female,14,pitch,"[ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -2.7122996e-06
 -1.1513291e-06  3.0848437e-06]",22050.0
,calm,strong,female,14,stretch,"[ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -3.1964928e-06
  1.4147988e-06 -2.9460805e-06]",22050.0
,calm,strong,female,14,noise,[0.00178063 0.00617925 0.01021272 ... 0.0054973  0.00765525 0.00323032],22050.0
./Actor_14\03-01-03-01-01-01-14.wav,happy,normal,female,14,original,,
,happy,normal,female,14,pitch,"[1.6364334e-05 1.2770501e-05 2.1676380e-05 ... 1.7892204e-06 2.1307430e-06
 2.8583152e-06]",22050.0
,happy,normal,female,14,stretch,"[ 2.2256194e-05  7.9733736e-06  2.3274401e-05 ...  1.0375625e-06
 -1.5162371e-07  6.2098292e-07]",22050.0
,happy,normal,female,14,noise,"[-0.00946504  0.00734489  0.00161872 ...  0.00029594  0.01281113
  0.00073552]",22050.0
./Actor_14\03-01-03-01-01-02-14.wav,happy,normal,female,14,original,,
,happy,normal,female,14,pitch,"[ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  1.6327667e-06
 -2.3009454e-07 -5.2380128e-06]",22050.0
,happy,normal,female,14,stretch,"[ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  3.0564095e-06
  1.0956602e-06 -1.4156751e-06]",22050.0
,happy,normal,female,14,noise,"[ 3.57173016e-03 -1.15561789e-03 -7.89254154e-05 ...  6.74794357e-03
 -4.30376675e-03  5.49292085e-03]",22050.0
./Actor_14\03-01-03-01-02-01-14.wav,happy,normal,female,14,original,,
,happy,normal,female,14,pitch,"[-9.8097520e-12  4.6500330e-12 -9.6178274e-13 ...  9.9557269e-07
 -1.6357649e-07 -1.5373080e-06]",22050.0
,happy,normal,female,14,stretch,"[-8.1847419e-12  3.2240549e-13  8.5379030e-12 ... -2.7841983e-07
 -3.4185655e-06  4.2620622e-06]",22050.0
,happy,normal,female,14,noise,[0.00684808 0.00688658 0.00341563 ... 0.00239923 0.00533444 0.00412025],22050.0
./Actor_14\03-01-03-01-02-02-14.wav,happy,normal,female,14,original,,
,happy,normal,female,14,pitch,"[ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -2.1425376e-06
 -4.2995061e-06 -1.5922768e-07]",22050.0
,happy,normal,female,14,stretch,"[0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 4.5765205e-06 1.3343293e-05
 1.0930881e-06]",22050.0
,happy,normal,female,14,noise,"[-0.0014106   0.00067185  0.00291977 ...  0.00947837 -0.01160972
 -0.00212804]",22050.0
./Actor_14\03-01-03-02-01-01-14.wav,happy,strong,female,14,original,,
,happy,strong,female,14,pitch,"[ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -4.2401894e-08
  9.7009261e-06 -1.5249636e-06]",22050.0
,happy,strong,female,14,stretch,"[ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -8.8534352e-07
  4.5139000e-06  2.3863672e-06]",22050.0
,happy,strong,female,14,noise,"[ 0.00068771 -0.00116918  0.00244586 ...  0.00026673 -0.00822287
  0.00389835]",22050.0
./Actor_14\03-01-03-02-01-02-14.wav,happy,strong,female,14,original,,
,happy,strong,female,14,pitch,"[ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -2.7563237e-07
  6.4639867e-06 -3.8801800e-06]",22050.0
,happy,strong,female,14,stretch,"[ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -1.2073709e-08
 -6.3711714e-06 -7.3352480e-06]",22050.0
,happy,strong,female,14,noise,"[-0.00354971  0.00098897  0.00319047 ... -0.00291413 -0.00910623
  0.00806119]",22050.0
./Actor_14\03-01-03-02-02-01-14.wav,happy,strong,female,14,original,,
,happy,strong,female,14,pitch,"[-5.5190927e-13 -1.2567276e-13  9.5160078e-13 ... -1.3927878e-05
 -3.5372946e-06 -9.2008631e-06]",22050.0
,happy,strong,female,14,stretch,"[-1.1102230e-14 -1.0500196e-12  1.6750643e-12 ...  2.3510402e-05
  1.3039543e-05  2.1692029e-05]",22050.0
,happy,strong,female,14,noise,"[ 3.49926476e-03  3.96830716e-05 -3.53787329e-04 ...  8.15760552e-03
  7.77318805e-03 -3.64745598e-04]",22050.0
./Actor_14\03-01-03-02-02-02-14.wav,happy,strong,female,14,original,,
,happy,strong,female,14,pitch,"[0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 2.0607554e-06 3.4653272e-06
 6.1245673e-06]",22050.0
,happy,strong,female,14,stretch,"[0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 3.4212053e-06 6.5233098e-06
 6.5486010e-06]",22050.0
,happy,strong,female,14,noise,"[-2.80712372e-03 -2.40015833e-03 -9.78902114e-05 ...  4.15621910e-03
  3.47677492e-03  1.36385517e-03]",22050.0
./Actor_14\03-01-04-01-01-01-14.wav,sad,normal,female,14,original,,
,sad,normal,female,14,pitch,"[-8.1591846e-16  5.9593236e-16 -2.3305953e-15 ... -1.9150343e-07
  7.6495053e-06 -7.4021983e-07]",22050.0
,sad,normal,female,14,stretch,"[-2.8355750e-22  3.2548924e-16 -2.2794021e-15 ...  3.2445605e-06
  1.1802771e-06  5.1053894e-06]",22050.0
,sad,normal,female,14,noise,"[-0.00253205 -0.00457319  0.00177915 ...  0.00079745 -0.00262623
 -0.00538011]",22050.0
./Actor_14\03-01-04-01-01-02-14.wav,sad,normal,female,14,original,,
,sad,normal,female,14,pitch,"[-2.7317659e-10  6.3088812e-10  3.9907710e-10 ...  2.8175361e-06
  4.5224097e-06 -2.2567178e-08]",22050.0
,sad,normal,female,14,stretch,"[-2.79404944e-10  5.60885394e-10  3.12556842e-10 ... -1.70825035e-06
  1.02426576e-07 -2.56080352e-06]",22050.0
,sad,normal,female,14,noise,"[ 0.00186371 -0.0006137  -0.00547267 ... -0.00668474  0.00631902
 -0.00046728]",22050.0
./Actor_14\03-01-04-01-02-01-14.wav,sad,normal,female,14,original,,
,sad,normal,female,14,pitch,"[ 2.0195189e-13 -2.2464352e-13  2.1122387e-13 ...  7.7264133e-07
  3.8929484e-06 -1.2014345e-07]",22050.0
,sad,normal,female,14,stretch,"[-3.1482495e-22 -7.2557323e-14  1.1422798e-13 ... -8.9104333e-07
 -3.2926062e-06  2.9882049e-06]",22050.0
,sad,normal,female,14,noise,"[ 0.00696832  0.00351351 -0.00042693 ... -0.00413701 -0.00333328
  0.00508608]",22050.0
./Actor_14\03-01-04-01-02-02-14.wav,sad,normal,female,14,original,,
,sad,normal,female,14,pitch,"[-4.9898161e-13  7.4485392e-12 -1.0156805e-11 ... -6.4391852e-06
  5.1622274e-06 -4.8654256e-06]",22050.0
,sad,normal,female,14,stretch,"[ 3.2391867e-12  3.4712849e-12 -2.7705128e-12 ... -1.8734626e-06
  6.3330681e-06 -2.7171620e-06]",22050.0
,sad,normal,female,14,noise,"[-0.00478004  0.00088754 -0.00489988 ... -0.003486   -0.00047135
  0.00047706]",22050.0
./Actor_14\03-01-04-02-01-01-14.wav,sad,strong,female,14,original,,
,sad,strong,female,14,pitch,"[-8.0210086e-08  1.0593677e-07 -1.0837904e-07 ...  1.2857602e-06
  1.3298836e-06  2.7280078e-06]",22050.0
,sad,strong,female,14,stretch,"[-1.3744781e-08  3.1648749e-08 -3.8509857e-08 ...  3.6537174e-06
 -9.3487294e-08 -8.8690613e-06]",22050.0
,sad,strong,female,14,noise,"[-3.61288094e-03  3.54160462e-03 -2.49425154e-05 ...  3.50747523e-03
  3.86942189e-03 -4.58890490e-03]",22050.0
./Actor_14\03-01-04-02-01-02-14.wav,sad,strong,female,14,original,,
,sad,strong,female,14,pitch,"[ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -5.6381288e-07
  1.3998232e-06 -3.2563596e-06]",22050.0
,sad,strong,female,14,stretch,"[ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -1.1353474e-06
  1.0541951e-06 -1.0662550e-06]",22050.0
,sad,strong,female,14,noise,"[ 0.00337689  0.00849702  0.002993   ... -0.00484071  0.00452476
 -0.00600452]",22050.0
./Actor_14\03-01-04-02-02-01-14.wav,sad,strong,female,14,original,,
,sad,strong,female,14,pitch,"[-1.3243722e-08  6.0631811e-09 -1.7090850e-08 ...  1.6816575e-06
  5.8178387e-07 -1.3656265e-06]",22050.0
,sad,strong,female,14,stretch,"[-2.0319675e-08  1.3670389e-08 -2.0988630e-08 ... -1.3611137e-06
 -4.4723443e-08 -1.5246405e-06]",22050.0
,sad,strong,female,14,noise,"[-0.00345328 -0.00718841 -0.00334659 ... -0.00161923 -0.0034983
  0.00629651]",22050.0
./Actor_14\03-01-04-02-02-02-14.wav,sad,strong,female,14,original,,
,sad,strong,female,14,pitch,"[-2.1860580e-13  4.9401824e-13  1.0144382e-12 ... -6.6311890e-07
 -1.6905003e-06 -1.1865556e-07]",22050.0
,sad,strong,female,14,stretch,"[-1.7728042e-13  1.5494485e-13  1.1974864e-12 ... -1.4338789e-06
 -2.5968716e-06 -4.2104693e-06]",22050.0
,sad,strong,female,14,noise,"[-0.00546489 -0.00568917  0.00230999 ... -0.00071306  0.00198152
  0.00140516]",22050.0
./Actor_14\03-01-05-01-01-01-14.wav,angry,normal,female,14,original,,
,angry,normal,female,14,pitch,"[-4.4322357e-10  6.6370740e-09  2.7118885e-09 ...  6.4844066e-06
  8.9913999e-07 -2.0477637e-06]",22050.0
,angry,normal,female,14,stretch,"[9.1705060e-10 3.9328527e-09 5.5719713e-09 ... 1.7175952e-06 4.4729059e-06
 3.1105892e-06]",22050.0
,angry,normal,female,14,noise,"[ 0.00743551 -0.00891009  0.00311158 ...  0.00485429  0.00051982
 -0.00346818]",22050.0
./Actor_14\03-01-05-01-01-02-14.wav,angry,normal,female,14,original,,
,angry,normal,female,14,pitch,"[0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 3.1479601e-06 2.2695760e-06
 2.5940619e-07]",22050.0
,angry,normal,female,14,stretch,"[ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  2.0527468e-06
  2.3895934e-06 -2.0460579e-06]",22050.0
,angry,normal,female,14,noise,"[-0.00678448 -0.00192912 -0.00031659 ...  0.00033252 -0.00303354
  0.00262141]",22050.0
./Actor_14\03-01-05-01-02-01-14.wav,angry,normal,female,14,original,,
,angry,normal,female,14,pitch,"[ 4.2594305e-08 -4.0552077e-08  3.4767410e-08 ...  2.7307769e-06
  3.2706537e-06  1.7627849e-06]",22050.0
,angry,normal,female,14,stretch,"[-2.6612426e-08  4.0464180e-08 -5.3596786e-08 ... -6.4998781e-06
  5.7747407e-06 -3.0084616e-06]",22050.0
,angry,normal,female,14,noise,"[-0.00318678 -0.00025625  0.00059677 ... -0.00091811 -0.00420522
  0.00189421]",22050.0
./Actor_14\03-01-05-01-02-02-14.wav,angry,normal,female,14,original,,
,angry,normal,female,14,pitch,"[ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -3.8704156e-06
 -4.0574437e-06 -4.6516984e-06]",22050.0
,angry,normal,female,14,stretch,"[ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  8.9473670e-06
  1.0713517e-05 -2.8754926e-06]",22050.0
,angry,normal,female,14,noise,"[ 0.00014972 -0.00771106 -0.00202821 ...  0.00420958 -0.00200552
 -0.00109688]",22050.0
./Actor_14\03-01-05-02-01-01-14.wav,angry,strong,female,14,original,,
,angry,strong,female,14,pitch,"[ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -2.4872124e-05
 -1.9936868e-05  1.3702870e-05]",22050.0
,angry,strong,female,14,stretch,"[0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 2.4660365e-05 8.4391086e-06
 1.8824134e-05]",22050.0
,angry,strong,female,14,noise,"[-0.00684691 -0.00461007  0.00102488 ... -0.00229352  0.00239937
  0.00202514]",22050.0
./Actor_14\03-01-05-02-01-02-14.wav,angry,strong,female,14,original,,
,angry,strong,female,14,pitch,"[ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -2.4019323e-07
  2.3662756e-06  6.1628748e-07]",22050.0
,angry,strong,female,14,stretch,"[ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  7.6876859e-06
  3.2182606e-06 -1.3668696e-06]",22050.0
,angry,strong,female,14,noise,"[-0.00051228 -0.00377203  0.00321853 ...  0.00750526  0.00225747
  0.00187158]",22050.0
./Actor_14\03-01-05-02-02-01-14.wav,angry,strong,female,14,original,,
,angry,strong,female,14,pitch,"[ 8.2139889e-10  8.7864338e-10 -5.3121429e-10 ... -4.6504433e-06
  2.0657931e-06  1.2006370e-06]",22050.0
,angry,strong,female,14,stretch,"[ 1.5241532e-09 -1.7616376e-10  8.6129248e-10 ... -1.0054253e-05
  3.5438047e-06  1.2782709e-05]",22050.0
,angry,strong,female,14,noise,"[ 0.00493201  0.00828093  0.00981672 ... -0.00177049 -0.00037617
  0.00554106]",22050.0
./Actor_14\03-01-05-02-02-02-14.wav,angry,strong,female,14,original,,
,angry,strong,female,14,pitch,"[-2.4582005e-09  1.0427139e-09  1.2240133e-09 ...  4.4056460e-06
  3.5116766e-06 -3.4237198e-06]",22050.0
,angry,strong,female,14,stretch,"[-2.8891662e-09  1.1435498e-09  1.0920957e-09 ... -2.6292166e-06
 -5.2678770e-06 -2.9760547e-06]",22050.0
,angry,strong,female,14,noise,"[-0.00242301  0.00478625 -0.00447748 ...  0.00331009 -0.00520979
  0.00272127]",22050.0
./Actor_14\03-01-06-01-01-01-14.wav,fearful,normal,female,14,original,,
,fearful,normal,female,14,pitch,"[ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  2.2419922e-06
  4.5785100e-06 -8.3949362e-07]",22050.0
,fearful,normal,female,14,stretch,"[ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  4.4055159e-06
 -2.6196906e-06  1.8313492e-06]",22050.0
,fearful,normal,female,14,noise,"[ 0.01332027  0.01163422 -0.00509573 ... -0.00246538  0.00785793
  0.00149489]",22050.0
./Actor_14\03-01-06-01-01-02-14.wav,fearful,normal,female,14,original,,
,fearful,normal,female,14,pitch,"[-1.2583091e-09  3.2129339e-09  1.6171637e-09 ...  1.4370986e-06
  2.2199686e-06 -2.6044361e-07]",22050.0
,fearful,normal,female,14,stretch,"[-1.3416184e-09  2.7003233e-09  1.9466195e-09 ... -2.1880869e-06
 -5.5848290e-07  1.5611322e-06]",22050.0
,fearful,normal,female,14,noise,"[ 0.00224991 -0.00080861  0.00782247 ...  0.00403445  0.00773115
  0.00321054]",22050.0
./Actor_14\03-01-06-01-02-01-14.wav,fearful,normal,female,14,original,,
,fearful,normal,female,14,pitch,"[ 6.4877486e-07 -4.4713636e-07 -1.1548556e-05 ... -7.1807913e-06
 -4.6807882e-06  2.8289062e-06]",22050.0
,fearful,normal,female,14,stretch,"[-7.57775524e-07  1.93043525e-06 -1.13900614e-05 ... -6.42099906e-07
 -3.45186368e-06 -1.20185515e-08]",22050.0
,fearful,normal,female,14,noise,"[-0.01074345  0.00877074  0.00094524 ... -0.00826233 -0.00075121
  0.00176658]",22050.0
./Actor_14\03-01-06-01-02-02-14.wav,fearful,normal,female,14,original,,
,fearful,normal,female,14,pitch,"[ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  8.8285401e-07
 -1.5560358e-06  1.1835657e-07]",22050.0
,fearful,normal,female,14,stretch,"[ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -3.1053014e-06
 -9.8467240e-08  1.2379937e-06]",22050.0
,fearful,normal,female,14,noise,"[ 5.47304142e-03 -1.11035415e-03  4.93951496e-03 ...  4.39525895e-05
 -2.15417431e-03  4.33329682e-03]",22050.0
./Actor_14\03-01-06-02-01-01-14.wav,fearful,strong,female,14,original,,
,fearful,strong,female,14,pitch,"[ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -5.0197859e-06
 -1.6509480e-06 -7.2032253e-07]",22050.0
,fearful,strong,female,14,stretch,"[ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -7.7817015e-07
  1.4880483e-07  1.0404556e-06]",22050.0
,fearful,strong,female,14,noise,"[ 0.00561014 -0.0022978  -0.00147329 ...  0.0065457  -0.00432958
  0.00302426]",22050.0
./Actor_14\03-01-06-02-01-02-14.wav,fearful,strong,female,14,original,,
,fearful,strong,female,14,pitch,"[ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  7.3242632e-07
 -4.1659209e-06  1.0037826e-06]",22050.0
,fearful,strong,female,14,stretch,"[0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 5.9384575e-07 1.0173149e-07
 2.5777488e-06]",22050.0
,fearful,strong,female,14,noise,"[-0.00498098 -0.00542603 -0.00262506 ...  0.00895746  0.00194194
 -0.00026602]",22050.0
./Actor_14\03-01-06-02-02-01-14.wav,fearful,strong,female,14,original,,
,fearful,strong,female,14,pitch,"[0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 5.7781909e-07 1.6276415e-06
 4.6995649e-07]",22050.0
,fearful,strong,female,14,stretch,"[ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -3.3003582e-06
  3.9551774e-06  6.2158529e-07]",22050.0
,fearful,strong,female,14,noise,"[-0.00041659 -0.00234018  0.00500802 ...  0.00188968 -0.00411187
 -0.00177462]",22050.0
./Actor_14\03-01-06-02-02-02-14.wav,fearful,strong,female,14,original,,
,fearful,strong,female,14,pitch,"[ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -4.5986221e-06
 -2.3363409e-06 -2.7695764e-06]",22050.0
,fearful,strong,female,14,stretch,"[ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -1.9771060e-06
 -3.9331849e-06 -2.8281895e-06]",22050.0
,fearful,strong,female,14,noise,"[ 0.00331789 -0.00100231 -0.00126976 ...  0.00128846  0.00166812
 -0.00742046]",22050.0
./Actor_14\03-01-07-01-01-01-14.wav,disgust,normal,female,14,original,,
,disgust,normal,female,14,pitch,"[ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -2.5007951e-06
  4.8847130e-07 -2.7711849e-08]",22050.0
,disgust,normal,female,14,stretch,"[ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -5.0062531e-06
  1.1251110e-06 -2.3839525e-06]",22050.0
,disgust,normal,female,14,noise,"[ 0.00766699 -0.00272988 -0.00590424 ...  0.00940731  0.00198838
  0.00404582]",22050.0
./Actor_14\03-01-07-01-01-02-14.wav,disgust,normal,female,14,original,,
